state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
VT,151.85,514.34,355-4842,yes,no,0.0,213.49,130.63,34.48,222.46,88.03,18.21,214.68,110.97,10.28,10.04,5.76,2.94,3.14,False
MO,59.48,427.27,364-1969,no,no,0.0,43.12,111.07,7.71,147.72,76.93,13.43,153.79,97.62,6.92,9.78,6.08,2.56,2.05,False
NJ,80.21,406.53,412-3898,no,no,0.0,182.19,105.51,30.73,194.78,146.72,17.02,251.51,97.03,11.28,9.77,5.76,2.63,2.01,False
IA,106.87,535.33,349-4070,no,yes,15.28,85.35,122.99,14.99,177.17,139.06,15.62,279.49,86.43,12.0,9.4,0.99,2.6,2.09,False
NJ,85.3,434.65,347-8659,no,no,0.0,310.62,138.25,52.44,263.97,70.6,21.8,139.25,114.4,5.73,12.88,1.95,3.46,3.99,True
KY,130.1,417.95,400-4020,no,no,0.0,170.25,133.02,27.19,215.77,111.42,17.86,248.42,95.56,11.38,9.97,5.18,2.65,1.01,False
CT,76.23,399.84,342-5701,no,no,0.0,218.09,86.8,37.0,158.69,119.81,14.06,217.62,75.46,9.44,12.87,4.19,3.61,0.96,False
MN,77.75,425.17,379-7779,no,no,0.0,136.62,88.29,24.58,218.45,143.01,17.26,171.98,98.4,7.99,11.46,8.8,3.29,1.0,False
TX,198.44,398.68,408-1486,no,yes,20.13,184.08,97.07,34.18,248.84,77.0,19.69,111.15,120.69,5.33,14.86,3.13,4.14,0.96,False
CT,71.19,417.9,388-4879,no,yes,20.17,186.88,113.4,31.42,326.1,87.32,29.76,187.46,124.89,8.82,16.42,3.94,4.38,0.96,False
OR,99.0,430.38,364-8774,no,no,0.0,162.93,95.36,29.46,169.42,91.44,15.63,251.3,114.35,11.57,13.63,5.75,3.75,1.93,False
SC,110.71,417.64,368-5165,no,no,0.0,212.21,78.57,35.73,257.69,119.7,22.49,143.18,70.2,6.98,10.74,3.14,2.81,0.0,False
MN,141.5,500.58,374-9107,no,no,0.0,132.74,108.61,23.62,215.15,97.77,17.37,202.72,126.85,8.73,10.5,2.02,2.79,4.78,True
WV,13.35,407.56,334-6142,no,no,0.0,145.17,72.39,23.88,145.08,90.42,13.12,220.52,100.57,10.21,10.99,2.87,2.93,1.02,False
MI,79.86,520.74,414-2695,no,no,0.0,139.66,108.04,23.95,227.95,48.11,20.07,198.3,131.24,8.89,13.98,11.32,3.69,2.87,False
CA,74.43,399.49,337-7377,no,yes,38.53,94.34,95.55,16.19,258.17,113.15,22.95,159.13,85.73,7.79,5.69,6.83,1.57,0.99,False
NM,93.03,396.03,395-9214,no,yes,31.37,191.97,117.93,29.74,193.04,86.06,16.82,183.32,85.36,7.78,10.6,14.82,2.88,3.08,False
FL,112.1,497.63,343-3340,no,no,0.0,96.68,82.71,16.48,182.49,89.81,15.41,152.26,72.88,7.4,13.7,3.99,3.76,3.03,False
NH,158.86,488.16,336-9273,no,no,0.0,238.14,93.46,40.48,133.46,107.8,11.1,187.66,108.26,9.13,9.25,1.95,2.46,0.96,False
ME,94.07,506.8,390-2891,no,no,0.0,206.07,78.55,36.32,185.64,103.88,16.66,127.73,99.32,5.49,4.47,3.93,1.32,3.09,False
HI,93.79,422.17,408-1242,no,yes,41.52,119.63,105.91,20.19,268.51,110.89,22.77,225.63,95.73,10.26,8.13,5.06,2.33,3.05,False
MN,128.33,391.46,340-8177,no,no,0.0,148.73,98.63,27.0,137.7,81.11,11.87,184.73,82.66,8.63,3.85,8.72,1.0,3.1,False
DC,113.36,399.7,399-8615,no,yes,35.89,216.41,106.56,37.1,197.87,111.86,16.29,203.74,107.07,8.89,15.45,6.96,4.03,0.0,False
OR,127.84,524.07,353-6056,no,no,0.0,191.47,103.28,32.92,200.62,125.03,18.07,254.43,93.48,12.54,12.31,2.07,3.59,1.0,False
ND,145.48,536.85,378-4013,yes,yes,23.42,127.84,56.48,20.46,202.64,101.79,18.44,224.39,87.23,10.31,5.94,4.11,1.63,2.06,False
OH,153.7,391.17,391-8554,no,yes,30.46,217.98,90.41,35.53,234.11,100.2,19.88,168.89,73.15,7.1,7.61,2.13,2.25,0.99,False
MN,162.74,403.46,372-6623,no,no,0.0,221.63,115.23,36.37,224.16,84.85,17.96,195.72,90.59,10.07,7.99,3.0,2.28,0.97,False
RI,128.29,395.75,369-5222,no,no,0.0,139.77,123.16,23.48,290.21,100.55,25.73,135.34,98.83,5.77,13.29,8.1,3.72,0.0,False
AK,116.23,398.81,366-6991,no,no,0.0,176.33,101.48,29.66,174.66,111.34,13.9,121.25,93.38,5.31,9.52,8.66,2.4,1.04,False
AZ,108.02,434.25,415-6333,no,no,0.0,189.84,130.23,32.45,148.77,81.54,12.87,172.47,94.84,8.0,9.61,5.75,2.45,3.0,False
OR,97.66,405.65,348-5725,no,no,0.0,267.48,125.04,46.43,238.93,122.83,19.96,177.56,61.3,8.19,7.51,4.03,2.01,1.91,True
VA,96.52,405.8,400-6257,no,yes,40.4,205.34,119.58,36.74,217.78,102.0,18.25,212.27,95.9,9.5,9.15,4.16,2.39,2.08,True
VA,81.64,429.38,383-9355,no,no,0.0,203.5,114.67,32.83,214.32,115.03,18.34,160.92,111.04,7.61,10.94,4.12,3.09,1.04,False
NE,191.24,429.01,417-7888,no,yes,38.54,268.6,102.99,46.06,154.11,128.87,12.76,131.49,85.39,5.51,11.21,2.96,3.29,2.87,False
RI,82.57,400.49,381-2460,yes,no,0.0,208.42,90.02,32.75,193.69,120.77,18.17,214.25,123.07,9.96,8.72,3.99,2.19,3.77,False
KS,96.25,410.22,386-4170,yes,no,0.0,63.84,115.08,10.57,184.26,124.51,15.54,218.79,76.79,9.88,10.36,1.91,2.82,1.02,True
MI,46.58,517.6,375-8934,no,yes,24.75,94.85,103.58,15.91,156.48,122.45,12.37,64.25,105.8,2.79,7.65,4.83,2.09,1.04,False
IN,120.76,397.69,397-4976,no,no,0.0,161.78,102.6,27.31,170.43,106.59,14.81,253.27,76.69,10.48,10.61,1.84,3.07,1.06,False
OK,181.43,398.82,402-7372,no,no,0.0,147.62,120.23,25.47,196.52,112.97,16.27,183.06,79.39,8.12,8.45,5.16,2.39,3.14,False
IA,94.77,514.7,379-6506,no,yes,19.77,160.87,108.36,27.58,255.06,86.27,22.94,173.71,90.33,7.14,4.07,8.65,1.16,3.88,False
PA,78.12,421.59,365-2008,no,no,0.0,275.45,116.37,45.44,184.93,112.27,16.44,274.4,85.42,12.42,6.18,7.15,1.62,1.04,True
IN,65.37,417.13,336-4960,no,no,0.0,210.32,105.99,35.79,220.11,118.82,17.92,121.0,113.62,5.65,7.84,4.91,2.17,1.02,False
RI,158.04,519.15,365-5886,no,no,0.0,236.5,124.37,37.97,231.56,113.8,21.43,236.33,73.28,10.46,6.76,5.01,1.66,0.0,False
MO,64.46,413.77,339-9453,no,yes,37.34,109.0,76.7,18.55,206.43,74.51,17.03,181.52,121.7,8.83,12.56,2.02,3.36,1.02,False
GA,65.35,418.68,356-1952,no,no,0.0,121.48,111.44,20.45,193.53,112.55,16.7,168.26,88.1,7.25,6.69,4.79,1.77,2.91,False
CT,100.37,422.43,387-5860,no,yes,35.98,169.88,95.54,30.18,120.61,117.63,9.83,218.59,88.79,9.81,9.96,4.83,2.77,5.22,True
NY,107.16,430.74,404-9504,no,yes,23.83,279.05,78.03,49.79,319.67,98.83,28.04,200.11,98.77,8.82,10.51,5.7,2.92,1.03,False
IN,91.6,396.25,383-4641,no,yes,23.81,183.48,84.93,30.41,140.44,87.64,12.39,350.22,106.75,16.1,11.25,6.94,2.96,1.04,False
AZ,87.21,392.98,354-4445,no,no,0.0,200.68,50.71,36.48,236.45,104.28,20.12,256.37,104.64,11.59,11.03,2.81,3.44,1.02,False
TX,35.56,492.18,346-2020,yes,no,0.0,165.21,113.14,28.17,181.67,84.32,15.97,219.14,103.83,10.22,10.21,1.04,2.74,0.0,True
SD,81.78,424.65,330-1627,no,yes,32.19,125.31,98.21,21.53,229.69,83.39,19.95,226.91,94.43,9.48,10.49,7.04,2.82,1.94,False
NV,126.38,430.05,368-5628,no,no,0.0,243.88,59.1,38.42,178.85,113.11,16.0,279.34,116.36,13.39,9.99,5.83,2.78,2.88,False
MI,63.63,414.21,363-5450,no,no,0.0,219.32,122.74,34.91,165.29,116.5,14.17,133.97,118.87,5.98,13.79,5.14,3.43,2.87,False
MS,75.84,413.75,358-5721,no,no,0.0,87.42,75.55,15.16,218.82,56.25,18.45,207.67,140.76,8.82,11.18,5.87,3.06,1.04,False
TN,105.26,523.82,345-9018,no,no,0.0,106.63,68.13,17.76,283.84,128.78,22.5,138.11,88.74,6.22,11.42,4.8,3.05,1.0,False
MN,75.29,409.06,332-2137,no,no,0.0,103.8,115.18,17.43,45.99,88.86,3.67,173.82,89.5,8.61,13.19,5.07,3.27,0.0,False
ID,168.11,516.14,363-5819,no,yes,21.53,227.58,96.59,39.27,221.37,116.47,17.44,267.72,106.92,12.08,4.89,4.96,1.31,2.99,False
MT,135.43,433.35,353-3492,no,yes,25.06,141.31,59.63,22.54,240.65,75.87,19.78,204.76,125.98,9.47,9.2,4.17,2.64,0.98,False
WY,96.08,388.87,344-4022,no,no,0.0,206.19,106.4,34.6,162.08,79.13,14.24,242.14,119.96,10.83,2.68,5.73,0.67,0.99,False
WI,174.9,392.9,401-5915,no,yes,12.3,191.23,73.77,32.46,240.97,108.29,20.71,154.0,93.29,6.73,10.48,5.03,2.88,0.0,False
TN,114.69,433.09,374-6525,no,no,0.0,211.13,115.29,34.75,172.75,104.27,14.52,284.08,114.33,12.98,11.16,7.03,3.1,1.03,False
MS,114.93,420.38,404-9978,no,yes,34.76,99.2,121.89,16.45,166.13,102.63,14.51,171.22,86.06,7.44,13.48,3.95,3.62,1.95,False
VT,98.54,519.99,390-2805,no,no,0.0,255.4,48.05,43.58,191.23,82.52,16.14,197.38,100.43,8.78,11.95,3.89,3.23,0.97,False
IA,1.03,425.22,331-2144,no,yes,25.35,198.56,117.82,36.76,181.99,108.9,15.74,176.94,149.47,7.87,8.23,9.42,2.11,1.05,False
AL,77.59,408.92,367-8156,no,no,0.0,186.58,87.59,29.08,215.19,68.68,18.32,195.94,115.12,8.49,12.28,2.03,3.22,0.0,False
AZ,65.55,432.75,407-7035,no,no,0.0,58.28,126.02,10.39,166.32,57.1,14.37,204.08,91.95,9.32,9.08,2.91,2.55,0.97,False
KS,54.87,392.89,363-8424,no,yes,38.07,200.03,71.76,34.16,274.57,121.08,24.11,155.09,102.59,6.43,11.37,0.93,3.11,0.99,False
MS,69.37,544.01,376-9940,no,no,0.0,141.17,107.92,24.38,193.43,137.85,16.65,236.36,65.94,10.79,12.51,8.29,3.29,2.98,False
UT,73.23,416.33,367-3220,no,no,0.0,266.46,109.52,45.64,192.06,66.88,16.63,251.32,82.98,11.13,12.0,7.32,3.07,0.0,True
NE,103.91,409.59,347-2378,no,no,0.0,161.71,93.28,27.85,158.22,83.81,13.54,262.72,101.7,10.97,8.44,2.93,2.25,1.05,False
AK,53.36,514.44,352-9130,yes,yes,11.53,134.21,57.33,22.44,198.52,136.9,17.04,200.78,98.79,8.76,12.28,7.27,3.48,1.97,False
NY,112.23,512.8,346-4984,no,no,0.0,91.02,129.23,15.27,185.4,125.71,15.24,192.04,93.25,8.56,13.92,3.15,3.55,1.97,False
OR,157.64,424.6,414-4741,no,yes,31.02,130.01,83.02,20.89,192.1,91.23,15.77,243.61,83.25,11.84,6.94,6.06,1.78,1.03,False
AZ,89.51,401.89,354-4445,no,no,0.0,199.78,51.96,33.85,223.13,102.13,18.96,271.33,104.93,12.0,11.67,2.97,3.35,1.07,False
OR,139.03,448.11,384-7236,yes,yes,26.93,220.54,111.89,36.12,316.68,95.17,29.19,183.59,118.27,8.13,10.09,1.94,2.9,3.2,True
WV,146.47,413.39,330-8173,yes,yes,38.63,249.24,80.64,42.37,225.23,114.35,19.7,339.34,99.9,14.31,10.7,4.78,3.17,0.0,False
AL,98.17,398.97,333-3447,no,yes,24.53,235.44,95.67,41.85,135.43,115.64,12.15,195.74,112.53,8.58,12.67,5.03,3.47,1.0,False
IN,67.79,401.7,357-3577,no,no,0.0,170.72,88.9,32.02,226.71,83.65,19.28,240.64,105.65,11.48,5.52,4.8,1.4,0.0,False
KS,137.18,413.38,420-9973,no,no,0.0,190.45,101.47,31.6,185.61,114.66,16.22,273.53,102.96,12.09,13.59,1.93,3.63,1.04,False
DE,2.09,412.65,415-8448,yes,no,0.0,131.0,41.74,21.91,141.78,86.7,11.31,183.86,120.89,8.39,8.94,1.05,2.51,2.06,True
OR,60.78,412.24,353-3061,no,yes,27.38,120.86,98.99,20.29,212.7,94.11,17.76,159.87,111.92,7.51,8.73,5.03,2.28,1.98,False
MS,115.66,395.48,345-3787,no,no,0.0,292.56,86.83,52.42,282.26,69.38,25.82,266.27,119.05,12.19,11.0,3.13,2.97,1.0,True
PA,75.49,424.89,365-2008,no,no,0.0,280.16,114.02,44.54,184.22,106.29,16.49,274.89,83.96,12.5,6.11,7.32,1.73,1.0,True
OR,82.29,425.31,406-4100,no,no,0.0,337.17,46.54,57.15,229.81,83.14,19.41,193.74,76.99,8.22,13.44,5.05,3.68,0.0,True
ID,85.21,417.12,350-4297,no,no,0.0,152.91,106.28,27.68,194.75,102.22,17.62,232.65,70.37,10.81,9.55,3.09,2.46,2.06,False
VA,75.09,509.46,387-1343,yes,yes,27.81,140.97,112.01,24.9,142.5,88.4,11.79,222.4,88.23,9.51,5.5,6.16,1.42,0.0,False
NH,52.85,506.9,353-3351,no,no,0.0,210.49,103.26,35.32,195.49,79.82,16.93,133.24,51.01,5.68,8.48,4.85,2.24,1.02,False
CT,119.82,423.65,339-1330,no,no,0.0,241.25,100.57,40.46,252.23,77.89,20.27,261.07,118.23,12.34,13.81,8.09,3.62,1.03,True
WV,12.91,398.81,334-6142,no,no,0.0,144.63,70.45,25.5,149.54,95.6,12.22,217.0,96.59,9.38,11.33,2.9,2.96,0.96,False
MS,126.01,527.98,347-3895,no,no,0.0,201.14,60.33,36.25,186.82,97.11,16.15,131.13,130.91,5.97,12.42,3.85,3.12,2.93,False
AK,59.95,422.89,416-1845,no,no,0.0,155.81,98.33,25.87,168.0,117.04,14.25,133.06,104.8,6.47,9.96,4.07,2.88,0.0,False
MI,106.17,392.16,378-6276,no,yes,32.85,213.7,103.88,36.09,105.45,67.12,9.58,193.87,142.12,8.7,9.32,5.72,2.54,5.95,True
OK,33.89,519.48,350-2340,no,yes,35.42,174.09,74.64,31.62,177.26,99.6,15.16,228.71,125.59,10.05,4.84,3.06,1.26,2.03,False
WA,40.89,420.18,352-8305,no,yes,39.05,148.08,72.15,26.21,170.89,89.93,14.54,209.06,102.36,9.78,5.79,5.19,1.66,2.08,False
GA,101.12,428.19,372-9976,no,no,0.0,128.45,105.94,21.78,166.59,86.81,13.89,189.35,141.58,8.87,9.61,1.98,2.65,3.06,False
TX,46.24,417.91,392-6841,no,yes,28.66,120.47,66.51,20.03,161.08,106.09,13.66,175.24,101.91,7.36,10.4,1.91,2.95,0.0,False
CO,57.1,414.5,342-4004,no,no,0.0,87.97,89.23,14.25,195.83,123.34,16.89,227.2,88.88,10.24,9.86,2.07,2.76,0.0,False
GA,82.54,485.55,410-9961,no,no,0.0,129.95,78.48,21.23,195.37,120.4,16.38,286.42,117.82,13.5,6.47,7.68,1.83,3.03,False
OR,82.09,410.67,375-4900,no,no,0.0,109.38,87.77,18.68,190.88,98.54,16.34,228.13,150.32,10.55,9.93,5.1,2.65,0.98,False
TX,141.82,410.58,417-8617,no,no,0.0,192.68,103.89,31.82,174.59,96.51,14.48,221.79,97.63,10.14,14.06,4.19,3.87,0.0,False
AZ,98.39,391.51,390-7434,no,yes,37.97,162.54,125.67,30.51,210.0,117.09,16.23,108.41,66.61,4.85,12.52,3.88,3.43,0.99,False
OK,161.25,406.42,374-8329,yes,no,0.0,149.21,72.42,23.68,204.56,143.25,17.67,177.86,106.63,8.44,14.01,10.41,4.08,0.0,True
CO,87.88,493.75,394-6668,no,yes,20.63,293.91,112.88,45.85,231.78,103.57,19.55,142.2,78.01,6.46,6.53,1.0,1.77,4.97,False
WI,108.07,404.57,392-5296,no,no,0.0,132.37,107.28,21.75,167.58,91.92,14.65,310.62,75.6,13.71,7.22,2.98,2.04,3.0,False
RI,182.92,402.97,401-7654,no,no,0.0,260.12,109.59,42.41,172.14,101.7,14.63,147.4,85.17,6.62,9.39,6.07,2.49,2.0,False
OH,114.51,414.8,359-5718,no,yes,35.42,212.35,95.92,38.48,231.34,137.91,19.26,246.47,96.22,11.3,7.88,4.85,2.22,2.04,False
AL,86.25,401.67,333-4154,no,no,0.0,204.31,87.65,34.65,199.6,115.1,16.55,100.08,83.08,4.35,6.68,4.09,1.83,0.0,False
SD,115.59,397.24,393-3535,no,no,0.0,167.59,119.78,28.14,138.53,119.96,12.41,183.93,132.17,8.87,7.23,3.86,1.97,1.95,False
TX,126.34,408.77,396-8400,no,no,0.0,115.91,127.01,21.11,197.17,54.32,15.59,269.85,103.31,11.55,14.09,2.0,3.82,1.01,False
MA,82.72,423.91,419-2767,no,no,0.0,164.42,112.4,27.55,123.63,88.52,10.22,189.96,105.98,8.11,11.7,4.88,2.98,2.98,False
MT,100.18,398.06,332-1494,no,no,0.0,97.18,97.55,16.21,108.68,117.24,9.25,226.7,99.86,9.96,11.68,9.06,3.13,1.04,False
WV,93.19,421.67,384-5343,no,no,0.0,148.08,96.25,23.8,217.66,97.85,18.75,235.37,70.26,10.73,10.19,2.87,2.65,0.0,False
AK,183.84,426.39,384-6132,yes,no,0.0,254.8,119.83,41.35,173.81,75.75,14.31,199.36,88.4,8.39,11.2,1.99,3.04,0.99,True
ND,153.45,425.04,346-4216,no,yes,34.36,219.54,103.41,38.02,185.05,95.44,16.97,167.2,99.57,7.17,9.69,2.06,2.65,0.0,False
WA,79.86,403.48,369-4384,no,no,0.0,225.79,104.17,37.94,228.98,104.97,18.98,124.0,96.08,5.46,10.22,4.87,2.68,2.99,False
VA,9.67,396.75,352-5697,no,no,0.0,215.79,124.13,39.47,154.63,129.9,12.49,224.16,78.85,9.81,13.46,3.94,3.4,0.95,False
SD,130.76,527.28,413-9269,yes,yes,31.38,230.74,78.44,36.27,189.19,76.44,15.91,161.39,102.56,7.3,8.97,1.92,2.59,2.08,True
WA,114.72,412.79,344-9620,no,yes,26.71,218.36,126.19,37.12,285.53,74.71,24.26,199.22,77.4,8.45,7.08,2.86,1.92,1.04,False
CO,90.01,407.39,371-4788,no,no,0.0,107.46,105.92,19.53,224.96,111.07,18.75,101.39,138.77,4.51,10.95,6.09,2.82,0.0,False
AR,187.85,400.22,413-3412,yes,yes,38.02,220.45,79.65,36.64,226.69,74.06,20.67,228.85,87.42,10.97,10.19,3.84,2.78,3.86,False
TX,54.25,421.56,364-9904,no,no,0.0,153.12,111.34,25.35,131.49,99.93,11.27,181.65,87.31,7.55,7.17,4.04,1.87,3.97,True
MO,61.75,484.87,389-1475,no,yes,47.59,96.61,99.71,15.82,141.46,102.2,11.33,145.55,87.85,6.91,4.54,4.12,1.27,0.0,False
IL,85.96,400.97,380-4080,yes,yes,19.11,109.11,116.06,19.0,253.34,129.26,21.31,126.21,115.24,5.62,11.19,1.93,2.95,0.0,True
FL,31.94,490.98,402-3634,no,no,0.0,163.26,83.52,27.19,196.66,109.93,16.65,198.78,62.97,9.41,8.52,0.96,2.13,1.01,False
OR,21.99,499.47,383-5976,no,yes,30.59,134.41,86.46,23.57,266.06,80.87,23.93,171.26,92.89,8.32,9.37,7.08,2.63,5.94,False
NH,108.27,426.82,381-4076,no,yes,20.54,193.91,111.07,33.1,267.81,88.15,21.79,335.88,101.06,15.79,9.16,1.98,2.39,0.96,False
MO,108.56,416.52,356-4558,no,no,0.0,225.16,93.84,37.55,110.3,98.38,9.2,203.82,80.19,10.07,13.83,3.87,3.45,0.94,False
NV,131.02,432.04,338-1027,yes,no,0.0,132.13,93.45,24.03,139.45,105.0,11.15,212.79,83.98,10.04,12.08,2.08,3.24,1.92,True
AK,167.42,513.62,349-9060,no,no,0.0,169.79,75.97,29.48,140.02,93.3,12.34,106.12,61.04,4.61,11.4,1.98,2.79,0.0,False
NV,163.31,409.51,414-6426,no,no,0.0,72.21,117.59,12.23,255.28,121.52,22.49,214.05,94.57,9.81,11.34,1.95,3.27,2.01,False
WA,174.06,416.81,416-5660,no,no,0.0,167.36,121.66,27.7,178.01,105.8,15.13,213.46,67.06,9.66,12.83,4.13,3.22,4.07,True
OH,102.99,410.38,371-7191,no,yes,26.39,157.42,124.1,26.5,200.13,98.93,17.41,253.61,99.46,11.99,13.59,3.05,3.7,0.95,False
OH,132.54,430.77,412-2947,no,no,0.0,221.66,121.46,36.17,253.88,66.25,20.97,88.19,83.99,3.74,10.7,2.95,2.72,4.08,False
IA,45.69,487.26,332-2965,no,no,0.0,153.65,92.19,26.7,121.57,86.49,10.35,165.67,97.38,7.43,10.66,3.02,2.89,2.01,False
MD,116.36,435.05,336-5702,no,no,0.0,173.17,98.89,27.96,194.81,73.98,16.75,262.7,96.21,11.52,11.51,4.16,3.21,0.96,False
LA,97.54,514.88,379-9821,no,no,0.0,144.86,86.84,23.57,200.19,95.59,16.74,194.89,112.94,9.55,9.24,1.0,2.47,0.0,False
HI,148.22,491.34,393-8736,no,no,0.0,160.89,58.24,27.46,225.23,108.44,19.25,210.03,137.18,9.65,8.15,6.15,2.25,6.84,False
AZ,104.82,412.96,334-1339,no,no,0.0,165.74,91.02,26.39,191.08,106.1,18.18,195.08,126.09,9.22,10.34,9.77,2.86,0.0,False
NH,156.49,504.19,336-9273,no,no,0.0,230.16,90.21,38.04,129.38,107.59,11.06,183.08,100.84,9.49,9.03,2.06,2.53,1.01,False
IN,70.01,487.36,348-1592,no,no,0.0,132.84,100.27,22.5,241.1,118.72,20.63,188.56,100.39,8.86,10.34,2.04,2.8,0.98,False
NE,80.6,426.34,356-7239,no,no,0.0,130.72,69.73,20.98,177.21,114.8,15.64,198.46,61.53,9.04,15.35,2.08,4.38,1.92,False
NY,120.34,405.56,343-1458,no,no,0.0,123.39,101.68,21.13,186.56,69.52,17.53,195.59,102.71,8.86,11.41,7.21,2.95,1.04,False
NV,86.72,428.21,364-3286,no,no,0.0,163.14,61.13,28.12,181.63,90.31,15.4,245.67,135.27,11.11,6.84,6.76,1.86,4.14,True
OH,111.46,400.58,386-5684,no,yes,25.81,197.38,116.19,34.97,200.51,90.83,18.46,212.55,66.07,9.62,7.3,1.99,1.87,2.01,False
MD,121.78,443.93,374-3534,no,yes,40.48,195.37,67.29,36.05,218.17,88.88,18.8,248.18,118.83,11.48,10.61,4.22,2.97,0.0,False
TX,215.0,393.91,385-7082,no,no,0.0,171.29,109.39,30.86,159.17,129.21,13.85,320.54,111.79,14.46,9.02,3.12,2.59,3.82,False
MS,116.47,412.39,389-6790,no,yes,33.33,152.43,104.68,26.92,216.26,149.09,17.9,213.28,103.4,9.51,9.95,5.09,2.88,0.0,False
MI,94.47,407.63,366-7247,yes,no,0.0,211.79,61.38,35.9,205.64,123.15,16.89,230.68,106.88,9.78,17.78,4.76,4.94,1.03,True
TX,92.74,413.61,355-9366,yes,yes,27.2,173.69,106.16,27.93,193.88,99.18,15.89,205.46,78.79,9.38,12.99,3.11,3.51,0.0,True
KY,52.54,404.22,345-4551,no,yes,26.65,103.63,82.12,17.97,196.59,106.76,17.13,185.2,92.75,8.4,8.18,5.82,2.22,1.97,False
IN,85.59,398.67,354-7201,no,no,0.0,187.2,94.64,30.8,163.19,83.75,14.95,199.82,85.97,8.69,8.43,4.79,2.32,2.94,False
UT,65.17,411.52,403-8916,no,no,0.0,222.72,109.04,35.59,268.0,95.52,21.35,244.85,99.39,10.69,8.22,2.9,2.27,0.97,True
WY,137.47,514.69,366-1084,no,no,0.0,293.71,97.5,51.03,230.36,116.46,19.92,249.53,94.46,11.61,12.58,10.48,3.42,0.0,True
FL,104.57,429.38,407-7507,no,yes,29.67,207.16,119.39,32.67,120.29,113.41,10.83,116.13,104.05,5.12,12.53,4.1,3.42,2.92,False
OK,146.74,495.35,365-9079,yes,no,0.0,185.86,82.65,29.71,185.92,81.62,15.97,191.88,111.41,8.52,8.53,8.81,2.47,3.11,False
DC,101.87,488.44,403-2455,yes,no,0.0,69.64,110.57,10.68,335.89,116.73,29.48,196.33,97.71,8.84,12.4,8.67,3.4,0.0,False
ID,88.7,393.54,370-7546,no,no,0.0,147.39,90.93,27.41,219.81,63.47,17.81,210.43,80.74,10.0,7.7,5.89,2.09,0.98,False
MT,110.91,418.39,410-9633,no,no,0.0,186.28,106.46,30.28,246.56,113.67,20.56,145.33,79.78,6.81,11.0,2.98,2.89,1.04,False
UT,125.0,399.53,398-8745,no,yes,42.63,163.34,84.39,31.53,227.23,119.13,17.04,217.01,80.92,9.92,14.95,6.95,3.83,1.93,True
HI,69.47,423.07,339-8132,no,no,0.0,205.39,86.96,33.68,309.71,77.13,25.03,179.46,107.52,7.33,6.51,5.77,1.86,0.97,False
NJ,86.16,534.78,344-6258,no,no,0.0,144.52,121.06,23.99,161.79,73.19,13.09,215.56,90.73,9.39,8.05,10.32,2.14,3.05,False
MD,71.77,402.4,367-9765,no,yes,38.99,202.77,103.37,32.29,274.35,131.37,23.41,127.81,76.43,5.88,11.65,7.05,3.15,1.02,False
NY,94.44,498.36,417-3046,yes,no,0.0,235.38,106.86,40.03,142.02,89.56,13.03,90.41,103.55,4.06,7.26,4.03,2.01,3.85,False
NJ,145.62,416.61,399-3840,no,no,0.0,114.69,127.97,19.6,285.84,65.56,24.3,202.39,63.8,8.59,12.98,10.32,3.39,1.91,False
OH,68.12,419.19,369-8574,yes,yes,23.2,120.84,88.81,22.32,264.13,102.14,23.41,221.46,109.63,9.42,14.13,5.77,3.76,3.13,True
MD,132.74,404.97,336-6997,no,no,0.0,251.81,73.76,43.77,170.72,79.06,14.09,247.37,107.57,11.35,10.84,2.93,2.95,1.97,False
ID,102.96,397.25,363-3469,no,no,0.0,222.29,96.63,40.64,247.33,112.12,20.99,141.2,98.87,6.95,10.5,9.3,2.97,1.0,False
TX,129.89,439.18,385-6175,no,no,0.0,251.79,104.15,43.85,167.09,101.1,13.56,228.08,62.52,8.84,5.44,4.8,1.52,0.0,False
TX,132.43,421.67,385-6175,no,no,0.0,260.37,102.02,43.11,171.33,108.15,13.58,216.94,64.15,9.45,5.58,5.5,1.48,0.0,False
AL,93.46,409.72,348-9383,yes,no,0.0,144.61,120.32,25.38,94.85,107.15,8.94,151.31,90.45,7.59,12.58,3.68,3.18,0.93,False
ME,107.72,520.64,352-5750,no,no,0.0,216.17,109.76,35.17,218.78,131.74,17.73,195.58,108.49,8.67,8.89,6.95,2.42,2.96,False
AK,97.61,414.26,380-2600,no,yes,24.46,172.1,105.21,29.31,156.46,81.89,13.36,275.8,97.96,12.04,11.88,8.73,3.39,0.0,False
MT,144.37,395.85,401-5586,no,no,0.0,131.89,87.8,22.59,164.62,109.85,13.57,202.84,145.12,8.28,15.66,2.89,4.28,1.04,False
NM,53.38,409.83,416-9162,no,yes,22.98,95.99,85.64,15.6,198.09,100.82,16.39,94.57,121.14,4.35,12.09,3.0,3.03,2.06,False
OR,21.77,508.13,383-5976,no,yes,32.28,140.27,94.18,21.96,265.93,87.33,23.69,177.39,90.84,8.11,9.12,6.81,2.47,5.91,False
KS,52.25,409.62,413-4831,no,no,0.0,165.85,81.65,28.18,196.67,92.58,17.78,213.07,118.2,9.64,11.91,6.25,3.4,0.0,False
